role_id,string_tag,member_name,group_name,birthday,member_group_array,global_elo,image_url
779850312239808542,Hwasa [MAMAMOO],Hwasa,MAMAMOO,1995-07-23 00:00:00.000000,"{hwasa,mamamoo}",1200,
1000866639727829103,Hyein [NewJeans],Hyein,NewJeans,2008-04-21 00:00:00.000000,"{hyein,newjeans}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Hyein%20%28NewJeans%29%20220819.jpg
1000860126724493444,Hyeju [CLASS:y],Hyeju,CLASS:y,2003-12-09 00:00:00.000000,"{hyeju,classy}",1200,
1290533578442145802,Woni [RESCENE],Woni,RESCENE,2004-05-24 00:00:00.000000,"{woni,rescene}",1200,
779830005642821634,Hyewon [IZONE],Hyewon,IZONE,1999-07-05 00:00:00.000000,"{hyewon,izone}",1200,
868170363899625482,Hyunbin [TRI.BE],Hyunbin,TRI.BE,2004-05-26 00:00:00.000000,"{hyunbin,tribe}",1200,
1000862576055427173,Hyungseo [CLASS:y],Hyungseo,CLASS:y,2001-06-25 00:00:00.000000,"{hyungseo,classy}",1200,
779826921613426708,Hyunjin [Loossemble],Hyunjin,Loossemble,2000-11-15 00:00:00.000000,"{hyunjin,loossemble}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Hyunjin%20Loossemble%20Airport%20Departure%2020230913.png
779833011196788736,Irene [Red Velvet],Irene,Red Velvet,1991-03-29 00:00:00.000000,"{irene,red,velvet}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Irene%20Bae%20at%20GMP-KIX%20Airport%20on%20January%2022%2C%202020.png
779822396831301643,Isa [StayC],Isa,StayC,2002-01-23 00:00:00.000000,"{isa,stayc}",1200,
779822389647114271,J [StayC],J,StayC,2004-12-09 00:00:00.000000,"{j,stayc}",1200,
779823018968219651,Jaehee [Weeekly],Jaehee,Weeekly,2004-03-18 00:00:00.000000,"{jaehee,weeekly}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%9C%84%ED%81%B4%EB%A6%AC%20%EC%9D%B4%EC%9E%AC%ED%9D%AC.jpg
970868690402816011,Jeewon [CIGNATURE],Jeewon,CIGNATURE,1999-04-01 00:00:00.000000,"{jeewon,cignature}",1200,
779830218889625622,Jennie [BLACKPINK],Jennie,BLACKPINK,1996-01-16 00:00:00.000000,"{jennie,blackpink}",1200,
779823848451211275,Jeongyeon [TWICE],Jeongyeon,TWICE,1996-11-01 00:00:00.000000,"{jeongyeon,twice}",1200,
868170522649841694,Jia [TRI.BE],Jia,TRI.BE,2005-07-30 00:00:00.000000,"{jia,tribe}",1200,
779823020326912010,Jihan [Weeekly],Jihan,Weeekly,2004-07-12 00:00:00.000000,"{jihan,weeekly}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%9C%84%ED%81%B4%EB%A6%AC%20%EC%A7%80%ED%95%9C.jpg
779848199434797097,Jiheon [fromis_9],Jiheon,fromis_9,2003-04-17 00:00:00.000000,"{jiheon,fromis9}",1200,
779824234007494656,Jihyo [TWICE],Jihyo,TWICE,1997-02-01 00:00:00.000000,"{jihyo,twice}",1200,
1000861170552541297,Jimin [CLASS:y],Jimin,CLASS:y,2007-11-25 00:00:00.000000,"{jimin,classy}",1200,
945906614341349416,Jini [NMIXX],Jini,NMIXX,2004-04-16 00:00:00.000000,"{jini,nmixx}",1200,
779829455219851302,Jinsoul [ARTMS],Jinsoul,ARTMS,1997-06-13 00:00:00.000000,"{jinsoul,artms}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20250503%20ARTMS%20Eindhoven%20concert%201%20JinSoul.jpg
779832209187274764,Jisoo [BLACKPINK],Jisoo,BLACKPINK,1995-01-03 00:00:00.000000,"{jisoo,blackpink}",1200,
779847665109434369,Jisun [fromis_9],Jisun,fromis_9,1998-11-23 00:00:00.000000,"{jisun,fromis9}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190611%20%EB%85%B8%EC%A7%80%EC%84%A0.jpg
1147390265166930001,Iroha [ILLIT],Iroha,ILLIT,2008-02-04 00:00:00.000000,"{iroha,illit}",1200,
779823163465793546,IU,IU,IU,1993-05-16 00:00:00.000000,{iu},1200,
815450910519459852,PIXY,,PIXY,1900-01-01 00:00:00.000000,{pixy},1200,
779877813679030303,Jiu [Dreamcatcher],Jiu,Dreamcatcher,1994-05-17 00:00:00.000000,"{jiu,dreamcatcher}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20240223%20Dreamcatcher%20Offenbach%20concert%2002%20JiU.jpg
779847575711776809,Jiwon [fromis_9],Jiwon,fromis_9,1998-03-20 00:00:00.000000,"{jiwon,fromis9}",1200,
945907571464757298,Jiwoo [NMIXX],Jiwoo,NMIXX,2005-04-13 00:00:00.000000,"{jiwoo,nmixx}",1200,
1090716716939628559,Jiwoo [tripleS],Jiwoo,tripleS,2005-10-24 00:00:00.000000,"{jiwoo,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S3%20%E7%9F%A5%E7%A6%B9.jpg
1358994344220168272,A-na [Hearts2Hearts] 1358994344220168272,A-na,Hearts2Hearts,2008-12-20 00:00:00.000000,"{ana,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/A-na%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
779833362134073364,Joy [Red Velvet],Joy,Red Velvet,1996-09-03 00:00:00.000000,"{joy,red,velvet}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Joy%20Park%20at%20INK%20Concert%20in%20September%2001%2C%202018%20%288%29.jpg
1358991966221635797,Carmen [Hearts2Hearts] 1358991966221635797,Carmen,Hearts2Hearts,2006-03-28 00:00:00.000000,"{carmen,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Carmen%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
779816675667214357,Juri [RcPc],Juri,RcPc,1997-10-03 00:00:00.000000,"{juri,rcpc}",1200,
1193016480795721829,Kaede [tripleS],Kaede,tripleS,2005-12-20 00:00:00.000000,"{kaede,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S9%20%E6%A5%93.jpg
779818210375106610,Karina [Aespa],Karina,Aespa,2000-04-11 00:00:00.000000,"{karina,aespa}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/KARINA%20-%20AESPA%20-%202025.01.28.jpg
961642896224837722,Kazuha [LE SSERAFIM],Kazuha,LE SSERAFIM,2003-08-09 00:00:00.000000,"{kazuha,le,sserafim}",1200,
818404437919793183,Kelly [TRI.BE],Kelly,TRI.BE,2002-01-16 00:00:00.000000,"{kelly,tribe}",1200,
779827650725675018,Kim Lip [ARTMS],Kim Lip,ARTMS,1999-02-10 00:00:00.000000,"{kim,lip,artms}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Kim%20Lip%20210802.jpg
1128074420360065166,KISS OF LIFE,,KISS OF LIFE,1900-01-01 00:00:00.000000,"{kiss,of,life}",1200,
945907846434922566,Kyujin [NMIXX],Kyujin,NMIXX,2006-05-26 00:00:00.000000,"{kyujin,nmixx}",1200,
988290184812585011,LAPILLUS,,LAPILLUS,1900-01-01 00:00:00.000000,{lapillus},1200,
916036671412273283,Leeseo [IVE],Leeseo,IVE,2007-02-21 00:00:00.000000,"{leeseo,ive}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Leeseo%20of%20Ive%2C%20March%2019%2C%202026%20%286%29.png
779825044984823860,Lia [ITZY],Lia,ITZY,2000-07-21 00:00:00.000000,"{lia,itzy}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Lia%20of%20Itzy%2C%20April%2017%2C%202025.png
842614831269806120,LIGHTSUM,,LIGHTSUM,1900-01-01 00:00:00.000000,{lightsum},1200,
945906099696042006,Lily [NMIXX],Lily,NMIXX,2002-10-17 00:00:00.000000,"{lily,nmixx}",1200,
1074792475912327169,LIMELIGHT,,LIMELIGHT,1900-01-01 00:00:00.000000,{limelight},1200,
779832401655889940,Lisa [BLACKPINK],Lisa,BLACKPINK,1997-03-27 00:00:00.000000,"{lisa,blackpink}",1200,
916036552327594005,Liz [IVE],Liz,IVE,2004-11-21 00:00:00.000000,"{liz,ive}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/IVE%20Liz%20at%20ICN.jpg
798064388161536070,Lucy [woo!ah!],Lucy,woo!ah!,2004-04-09 00:00:00.000000,"{lucy,wooah}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/221012%20airport%20departure%20Lucy.png
779844645156683846,Luda [WJSN],Luda,WJSN,1997-03-06 00:00:00.000000,"{luda,wjsn}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/161022%20%EC%B0%BD%EB%85%95%20%EC%9A%B0%ED%8F%AC%EB%88%84%EB%A6%AC%20%EB%86%8D%ED%8A%B9%EC%82%B0%EB%AC%BC%20%ED%95%9C%EB%A7%88%EB%8B%B9%EC%B6%95%EC%A0%9C%20%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80%20%EB%B3%B4%EB%82%98%20%EB%A3%A8%EB%8B%A4%204.jpg
906302029301944321,Mashiro [Kep1er],Mashiro,Kep1er,1999-12-16 00:00:00.000000,"{mashiro,kep1er}",1200,
779819834174734336,Mia [EVERGLOW],Mia,EVERGLOW,2000-01-13 00:00:00.000000,"{mia,everglow}",1200,
779843020115804232,Mijoo [Lovelyz],Mijoo,Lovelyz,1994-09-23 00:00:00.000000,"{mijoo,lovelyz}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190525%20%EC%9D%8C%EC%A4%91%20%EB%AF%B8%EC%A3%BC%20%281%29.jpg
797538701789626378,Mimi [OMG],Mimi,OMG,1995-05-01 00:00:00.000000,"{mimi,omg}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/170505%20%EC%98%A4%EB%A7%88%EC%9D%B4%EA%B1%B8%20%EC%BD%94%EC%97%91%EC%8A%A4%20%ED%8C%AC%EC%82%AC%EC%9D%B8%ED%9A%8C%20%EB%AF%B8%EB%AF%B8%2001.jpg
779824359057522698,Mina [TWICE],Mina,TWICE,1997-03-24 00:00:00.000000,"{mina,twice}",1200,
1000863945084653628,Minji [NewJeans],Minji,NewJeans,2004-05-07 00:00:00.000000,"{minji,newjeans}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Minji%20Olens%202024%20FW%202.jpg
798064761929072651,Minseo [woo!ah!],Minseo,woo!ah!,2004-08-12 00:00:00.000000,"{minseo,wooah}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/WOOAH%20Minseo%20at%202025%20Seoul%20Fashion%20Week.jpg
868170582779367475,Mire [TRI.BE],Mire,TRI.BE,2006-03-26 00:00:00.000000,"{mire,tribe}",1200,
779823413513814027,Momo [TWICE],Momo,TWICE,1996-11-09 00:00:00.000000,"{momo,twice}",1200,
779823016581791774,Monday [Weeekly],Monday,Weeekly,2002-05-10 00:00:00.000000,"{monday,weeekly}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%9C%84%ED%81%B4%EB%A6%AC%20%EB%A8%BC%EB%8D%B0%EC%9D%B4.jpg
779848040235794443,Nakyung [fromis_9],Nakyung,fromis_9,2000-06-01 00:00:00.000000,"{nakyung,fromis9}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190611%20%EC%9D%B4%EB%82%98%EA%B2%BD.jpg
785670300171894844,Nana [woo!ah!],Nana,woo!ah!,2001-03-09 00:00:00.000000,"{nana,wooah}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/WOOAH%20Nana%20at%202025%20Seoul%20Fashion%20Week.jpg
779808180514586635,Nancy [MOMOLAND],Nancy,MOMOLAND,2000-04-13 00:00:00.000000,"{nancy,momoland}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/180113%20%EC%A2%85%EB%A1%9C%20%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C%20%EB%AA%A8%EB%AA%A8%EB%9E%9C%EB%93%9C%20%283%29.jpg
779824162382282784,Nayeon [TWICE],Nayeon,TWICE,1995-09-22 00:00:00.000000,"{nayeon,twice}",1200,
1000858915921215648,Nayoung [LIGHTSUM],Nayoung,LIGHTSUM,2002-11-30 00:00:00.000000,"{nayoung,lightsum}",1200,
779818215735033878,NingNing [Aespa],NingNing,Aespa,2002-10-23 00:00:00.000000,"{ningning,aespa}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Ningning%20for%20Eternal%20Return%20%C3%97%20aespa%20collaboration%20BTS%20photoshoot%20%28cropped%29.jpg
779823847582859294,Onda [EVERGLOW],Onda,EVERGLOW,2000-05-18 00:00:00.000000,"{onda,everglow}",1200,
1058790432206766080,Pharita [BABYMONSTER],Pharita,BABYMONSTER,2005-08-26 00:00:00.000000,"{pharita,babymonster}",1200,
842614764962447370,Purple Kiss,,Purple Kiss,1900-01-01 00:00:00.000000,"{purple,kiss}",1200,
1005395368843956304,ICHILLIN,,ICHILLIN,1900-01-01 00:00:00.000000,{ichillin},1200,
941894587830661161,Sheon [Billlie],Sheon,Billlie,2003-01-28 00:00:00.000000,"{sheon,billlie}",1200,
779822395547844659,Sieun [StayC],Sieun,StayC,2001-08-01 00:00:00.000000,"{sieun,stayc}",1200,
779828876351111218,Hyeju [Loossemble],Hyeju,Loossemble,2001-11-11 00:00:00.000000,"{hyeju,loossemble}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Olivia%20Hye%20210721.jpg
779826918568361984,Minju [IZONE],Minju,IZONE,2001-02-05 00:00:00.000000,"{minju,izone}",1200,
1147390143980908584,Moka [ILLIT],Moka,ILLIT,2004-10-08 00:00:00.000000,"{moka,illit}",1200,
1120221524029349890,Natty [KISS OF LIFE],Natty,KISS OF LIFE,2002-05-30 00:00:00.000000,"{natty,kiss,of,life}",1200,
1221925113029464094,Nakyoung [tripleS],Nakyoung,tripleS,2002-10-13 00:00:00.000000,"{nakyoung,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S7%20%E6%8B%8F%E7%82%85.jpg
779826919863615488,Chaeyeon [IZONE],Chaeyeon,IZONE,2000-01-11 00:00:00.000000,"{chaeyeon,izone}",1200,
1000867801420009502,Chaeyeon [tripleS],Chaeyeon,tripleS,2004-12-04 00:00:00.000000,"{chaeyeon,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S4%20%E9%87%87%E5%AC%BF.jpg
779847857078272092,Chaeyoung [fromis_9],Chaeyoung,fromis_9,2000-05-14 00:00:00.000000,"{chaeyoung,fromis9}",1200,
779825045413429259,Chaeyoung [TWICE],Chaeyoung,TWICE,1999-04-23 00:00:00.000000,"{chaeyoung,twice}",1200,
779844961612464129,Cheng Xiao [WJSN],Cheng Xiao,WJSN,1998-07-15 00:00:00.000000,"{cheng,xiao,wjsn}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/170730%20SICAF%20%ED%8F%90%EB%A7%89%EC%8B%9D%207.jpg
1058790681939804221,Chiquita [BABYMONSTER],Chiquita,BABYMONSTER,2009-02-17 00:00:00.000000,"{chiquita,babymonster}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Chiquita%20at%20KLIA%2020-06-2025.jpg
779827829633843223,Choerry [ARTMS],Choerry,ARTMS,2001-06-04 00:00:00.000000,"{choerry,artms}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/170921%20%EC%97%A0%EC%B9%B4%20%EB%AF%B8%EB%8B%88%ED%8C%AC%EB%AF%B8%ED%8C%85%20%EC%9D%B4%EB%8B%AC%EC%9D%98%EC%86%8C%EB%85%80%20%EC%98%A4%EB%93%9C%EC%95%84%EC%9D%B4%EC%8D%A8%ED%81%B4%20%EC%B5%9C%EB%A6%AC%20%EC%A7%81%EC%B0%8D.jpg
842613426760056877,Chowon [LIGHTSUM],Chowon,LIGHTSUM,2002-09-16 00:00:00.000000,"{chowon,lightsum}",1200,
1358994740917567508,Ian [Hearts2Hearts] 1358994740917567508,Ian,Hearts2Hearts,2009-10-09 00:00:00.000000,"{ian,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Ian%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
779828161319534595,Chuu [LOONA],Chuu,LOONA,1999-10-20 00:00:00.000000,"{chuu,loona}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Chuu%20Strawberry%20Rush%20Fan-Con%20in%20Tacoma%20%2853878354556%29.jpg
779866230524739584,Cignature,,Cignature,1900-01-01 00:00:00.000000,{cignature},1200,
1147390015341596712,Minju [ILLIT],Minju,ILLIT,2004-05-11 00:00:00.000000,"{minju,illit}",1200,
1222628857304322239,Joonie [ICHILLIN],Joonie,ICHILLIN,2002-03-24 00:00:00.000000,"{joonie,ichillin}",1200,
1234943239556169789,Julie [KISS OF LIFE],Julie,KISS OF LIFE,2000-03-29 00:00:00.000000,"{julie,kiss,of,life}",1200,
779869669275598848,Chungha,Chungha,Chungha,1996-02-09 00:00:00.000000,{chungha},1200,
1358993194875883682,Jiwoo [Hearts2Hearts] 1358993194875883682,Jiwoo,Hearts2Hearts,2006-09-07 00:00:00.000000,"{jiwoo,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Jiwoo%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
1,test,test,test,2006-11-23 00:00:00.000000,{test},1200,
1358994067127664670,Juun [Hearts2Hearts] 1358994067127664670,Juun,Hearts2Hearts,2008-12-03 00:00:00.000000,"{juun,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Juun%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
1358993831823020062,Stella [Hearts2Hearts] 1358993831823020062,Stella,Hearts2Hearts,2007-06-18 00:00:00.000000,"{stella,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Stella%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
1358995721696837812,Ye-on [Hearts2Hearts] 1358995721696837812,Ye-on,Hearts2Hearts,2010-04-19 00:00:00.000000,"{yeon,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Ye-on%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
1358993537349320714,Yuha [Hearts2Hearts] 1358993537349320714,Yuha,Hearts2Hearts,2007-04-12 00:00:00.000000,"{yuha,hearts2hearts}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Yuha%20di%20Musinsa%20Beauty%20Festa%20Pop-Up%20Store%202025.jpg
1313200547309813790,Jeemin [izna] 1313200547309813790,Jeemin,izna,2005-05-08 00:00:00.000000,"{jeemin,izna}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Izna%20Bang%20Jeemin%20251004.jpg
1313200655141441637,Jiyoon [izna] 1313200655141441637,Jiyoon,izna,2005-07-14 00:00:00.000000,"{jiyoon,izna}",1200,
1313200980535541800,Jungeun [izna] 1313200980535541800,Jungeun,izna,2007-08-04 00:00:00.000000,"{jungeun,izna}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Izna%20Choi%20Jungeun%20251004.jpg
1313200778495660032,Koko [izna] 1313200778495660032,Koko,izna,2006-11-14 00:00:00.000000,"{koko,izna}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Izna%20Koko%20251004.jpg
1313200374227931217,Mai [izna] 1313200374227931217,Mai,izna,2004-10-28 00:00:00.000000,"{mai,izna}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Izna%20Mai%20251004.jpg
1313201087733436456,Saebi [izna] 1313201087733436456,Saebi,izna,2008-01-22 00:00:00.000000,"{saebi,izna}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Izna%20Jeong%20Saebi%20251004.jpg
1313200867117240360,Sarang [izna] 1313200867117240360,Sarang,izna,2007-04-18 00:00:00.000000,"{sarang,izna}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Izna%20Ryu%20Sarang%20251004.jpg
1358991138526072962,Haum [KiiiKiii] 1358991138526072962,Haum,KiiiKiii,2006-11-14 00:00:00.000000,"{haum,kiiikiii}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/250407%20Haum.png
1358990138541342941,Jiyu [KiiiKiii] 1358990138541342941,Jiyu,KiiiKiii,2006-05-14 00:00:00.000000,"{jiyu,kiiikiii}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/250407%20Jiyu.png
1358991429740925150,Kya [KiiiKiii] 1358991429740925150,Kya,KiiiKiii,2010-12-18 00:00:00.000000,"{kya,kiiikiii}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/250407%20Kya.png
1358990515420397772,Leesol [KiiiKiii] 1358990515420397772,Leesol,KiiiKiii,2005-09-18 00:00:00.000000,"{leesol,kiiikiii}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/250407%20Leesol.png
1358990745352278188,Sui [KiiiKiii] 1358990745352278188,Sui,KiiiKiii,2006-04-10 00:00:00.000000,"{sui,kiiikiii}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Kiiikiii%20Sui%20260129.jpg
1313201502982111272,Belle [KISS OF LIFE] 1313201502982111272,Belle,KISS OF LIFE,2004-03-20 00:00:00.000000,"{belle,kiss,of,life}",1200,
